question,answer,context
Describe the role of product managers,"Product managers own the product strategy behind a product (physical or digital), specify its functional requirements, and manage feature releases.Product managers coordinate work done by many other functions (like software engineers, data scientists, and product designers), and are ultimately responsible for product outcomes.Product managers traditionally resided in the marketing organizations of technology companies, but have since additionally become staples of engineering and even product-specific teams.","A product manager (PM) is a professional role that is responsible for the development of products for an organization, known as the practice of product management. Product managers own the product strategy behind a product (physical or digital), specify its functional requirements, and manage feature releases. Product managers coordinate work done by many other functions (like software engineers, data scientists, and product designers), and are ultimately responsible for product outcomes. Product managers traditionally resided in the marketing organizations of technology companies, but have since additionally become staples of engineering and even product-specific teams."
Describe business process model and notation ( bpmn ),"Business Process Model and Notation (BPMN) is a graphical representation for specifying business processes in a business process model.Originally developed by the Business Process Management Initiative (BPMI), BPMN has been maintained by the Object Management Group (OMG) since the two organizations merged in 2005.Though it is an OMG specification, BPMN is also ratified as ISO 19510.","Business Process Model and Notation (BPMN) is a graphical representation for specifying business processes in a business process model.
 
 Originally developed by the Business Process Management Initiative (BPMI), BPMN has been maintained by the Object Management Group (OMG) since the two organizations merged in 2005. Version 2.0 of BPMN was released in January 2011, at which point the name was amended to Business Process Model and Notation to reflect the introduction of execution semantics, which were introduced alongside the existing notational and diagramming elements. Though it is an OMG specification, BPMN is also ratified as ISO 19510. The latest version is BPMN 2.0.2, published in January 2014."
Describe systems modelling,"Systems modeling or system modeling is the interdisciplinary study of the use of models to conceptualize and construct systems in business and IT development.A common type of systems modeling is function modeling, with specific techniques such as the Functional Flow Block Diagram and IDEF0.Contrasting the functional modeling, another type of systems modeling is architectural modeling which uses the systems architecture to conceptually model the structure, behavior, and more views of a system.The Business Process Modeling Notation (BPMN), a graphical representation for specifying business processes in a workflow, can also be considered to be a systems modeling language.","Systems modeling or system modeling is the interdisciplinary study of the use of models to conceptualize and construct systems in business and IT development.A common type of systems modeling is function modeling, with specific techniques such as the Functional Flow Block Diagram and IDEF0. These models can be extended using functional decomposition, and can be linked to requirements models for further systems partition.
 
 Contrasting the functional modeling, another type of systems modeling is architectural modeling which uses the systems architecture to conceptually model the structure, behavior, and more views of a system.
 
 The Business Process Modeling Notation (BPMN), a graphical representation for specifying business processes in a workflow, can also be considered to be a systems modeling language."
Describe Microsoft Endpoint Configuration Manager,"Microsoft Endpoint Configuration Manager, formerly System Center Configuration Manager and Systems Management Server (SMS) is a systems management software product developed by Microsoft for managing large groups of computers providing remote control, patch management, software distribution, operating system deployment, and hardware and software inventory.Configuration Manager supports the Microsoft Windows and Windows Embedded operating systems.","Microsoft Endpoint Configuration Manager, formerly System Center Configuration Manager and Systems Management Server (SMS) is a systems management software product developed by Microsoft for managing large groups of computers providing remote control, patch management, software distribution, operating system deployment, and hardware and software inventory.
 
 Configuration Manager supports the Microsoft Windows and Windows Embedded operating systems. Previous versions also supported macOS (OS X), Linux or UNIX, as well as Windows Phone, Symbian, iOS and Android mobile operating systems."
Describe version control,"In software engineering, version control (also known as revision control, source control, or source code management) is a class of systems responsible for managing changes to computer programs, documents, large web sites, or other collections of information.Version control is a component of software configuration management.","In software engineering, version control (also known as revision control, source control, or source code management) is a class of systems responsible for managing changes to computer programs, documents, large web sites, or other collections of information. Version control is a component of software configuration management.Changes are usually identified by a number or letter code, termed the ""revision number"", ""revision level"", or simply ""revision"". For example, an initial set of files is ""revision 1"". When the first change is made, the resulting set is ""revision 2"", and so on. Each revision is associated with a timestamp and the person making the change. Revisions can be compared, restored, and, with some types of files, merged.The need for a logical way to organize and control revisions has existed for almost as long as writing has existed, but revision control became much more important, and complicated, when the era of computing began. The numbering of book editions and of specification revisions are examples that date back to the print-only era. Today, the most capable (as well as complex) revision control systems are those used in software development, where a team of people may concurrently make changes to the same files.
 
 Version control systems are most commonly run as stand-alone applications, but revision control is also embedded in various types of software, such as word processors and spreadsheets, collaborative web docs, and content management systems, e.g., Wikipedia's page history. Revision control enables reverting a document to a previous revision, which is critical for allowing editors to track each other's edits, correct mistakes, and defend against vandalism and spamming in wikis."
Describe the role of revision control,"Revision control enables reverting a document to a previous revision, which is critical for allowing editors to track each others edits, correct mistakes, and defend against vandalism and spamming in wikis.","In software engineering, version control (also known as revision control, source control, or source code management) is a class of systems responsible for managing changes to computer programs, documents, large web sites, or other collections of information. Version control is a component of software configuration management.Changes are usually identified by a number or letter code, termed the ""revision number"", ""revision level"", or simply ""revision"". For example, an initial set of files is ""revision 1"". When the first change is made, the resulting set is ""revision 2"", and so on. Each revision is associated with a timestamp and the person making the change. Revisions can be compared, restored, and, with some types of files, merged.The need for a logical way to organize and control revisions has existed for almost as long as writing has existed, but revision control became much more important, and complicated, when the era of computing began. The numbering of book editions and of specification revisions are examples that date back to the print-only era. Today, the most capable (as well as complex) revision control systems are those used in software development, where a team of people may concurrently make changes to the same files.
 
 Version control systems are most commonly run as stand-alone applications, but revision control is also embedded in various types of software, such as word processors and spreadsheets, collaborative web docs, and content management systems, e.g., Wikipedia's page history. Revision control enables reverting a document to a previous revision, which is critical for allowing editors to track each other's edits, correct mistakes, and defend against vandalism and spamming in wikis."
Describe configuration management,"Configuration Management (CM) is an ITIL version 2 and an IT Service Management (ITSM) process that tracks all of the individual Configuration Items (CI) in an IT system which may be as simple as a single server, or as complex as the entire IT department.In large organizations a configuration manager may be appointed to oversee and manage the CM process.In ITIL version 3, this process has been renamed as Service Asset and Configuration Management.","Configuration Management (CM) is an ITIL version 2 and an IT Service Management (ITSM) process that tracks all of the individual Configuration Items (CI) in an IT system which may be as simple as a single server, or as complex as the entire IT department. In large organizations a configuration manager may be appointed to oversee and manage the CM process. In ITIL version 3, this process has been renamed as Service Asset and Configuration Management."
Describe vagrant,"Vagrant is an open-source software product for building and maintaining portable virtual software development environments; e.g., for VirtualBox, KVM, Hyper-V, Docker containers, VMware, and AWS.Vagrant is written in the Ruby language, but its ecosystem supports development in a few other languages.","Vagrant is an open-source software product for building and maintaining portable virtual software development environments; e.g., for VirtualBox, KVM, Hyper-V, Docker containers, VMware, and AWS. It tries to simplify the software configuration management of virtualization in order to increase development productivity. Vagrant is written in the Ruby language, but its ecosystem supports development in a few other languages."
Describe Rational ClearCase,"Rational ClearCase is a family of computer software tools that supports software configuration management (SCM) of source code and other software development assets.It also supports design-data management of electronic design artifacts, thus enabling hardware and software co-development.ClearCase includes revision control and forms the basis for configuration management at large and medium-sized businesses, accommodating projects with hundreds or thousands of developers.It is developed by IBM.Both can be configured to support a wide variety of needs.ClearCase can accommodate large binary files, large numbers of files, and large repository sizes.It supports branching, labeling, and versioning of directories.It uses the MultiVersion File System (MVFS) which is a virtual file system that displays specific versions of data stored.","Rational ClearCase is a family of computer software tools that supports software configuration management (SCM) of source code and other software development assets. It also supports design-data management of electronic design artifacts, thus enabling hardware and software co-development. ClearCase includes revision control and forms the basis for configuration management at large and medium-sized businesses, accommodating projects with hundreds or thousands of developers. It is developed by IBM.
 
 ClearCase supports two configuration management models: UCM (Unified Change Management) and base ClearCase. UCM provides an out-of-the-box model while base ClearCase provides a basic infrastructure (UCM is built on base ClearCase). Both can be configured to support a wide variety of needs.
 
 ClearCase can accommodate large binary files, large numbers of files, and large repository sizes. It supports branching, labeling, and versioning of directories. It uses the MultiVersion File System (MVFS) which is a virtual file system that displays specific versions of data stored. In particular, it supports dynamic views which can show an arbitrary combination of local and remote files."
Describe the Human resource management,Human resource management (HRM or HR) is the strategic and coherent approach to the effective and efficient management of people in a company or organization such that they help their business gain a competitive advantage.HR professionals manage the human capital of an organization and focus on implementing policies and processes.New hiring not only entails a high cost but also increases the risk of a new employee not being able to adequately replace the position of the previous employee.,"Human resource management (HRM or HR) is the strategic and coherent approach to the effective and efficient management of people in a company or organization such that they help their business gain a competitive advantage. It is designed to maximize employee performance in service of an employer's strategic objectives. Human resource management is primarily concerned with the management of people within organizations, focusing on policies and systems. HR departments are responsible for overseeing employee-benefits design, employee recruitment, training and development, performance appraisal, and reward management, such as managing pay and employee-benefits systems. HR also concerns itself with organizational change and industrial relations, or the balancing of organizational practices with requirements arising from collective bargaining and governmental laws.The overall purpose of human resources (HR) is to ensure that the organization is able to achieve success through people. HR professionals manage the human capital of an organization and focus on implementing policies and processes. They can specialize in finding, recruiting, selecting, training, and developing employees, as well as maintaining employee relations or benefits. Training and development professionals ensure that employees are trained and have continuous development. This is done through training programs, performance evaluations, and reward programs. Employee relations deals with the concerns of employees when policies are broken, such as cases involving harassment or discrimination. Managing employee benefits includes developing compensation structures, parental leave programs, discounts, and other benefits for employees. On the other side of the field are HR generalists or business partners. These HR professionals could work in all areas or be labour relations representatives working with unionized employees.
 
 HR is a product of the human relations movement of the early 20th Century, when researchers began documenting ways of creating business value through the strategic management of the workforce. It was initially dominated by transactional work, such as payroll and benefits administration, but due to globalization, company consolidation, technological advances, and further research, HR as of 2015 focuses on strategic initiatives like mergers and acquisitions, talent management, succession planning, industrial and labor relations, and diversity and inclusion. In the current global work environment, most companies focus on lowering employee turnover and on retaining the talent and knowledge held by their workforce. New hiring not only entails a high cost but also increases the risk of a new employee not being able to adequately replace the position of the previous employee. HR departments strive to offer benefits that will appeal to workers, thus reducing the risk of losing employee commitment and psychological ownership."
Describe the role of HR departments,"HR departments are responsible for overseeing employee-benefits design, employee recruitment, training and development, performance appraisal, and reward management, such as managing pay and employee-benefits systems.","Human resource management (HRM or HR) is the strategic and coherent approach to the effective and efficient management of people in a company or organization such that they help their business gain a competitive advantage. It is designed to maximize employee performance in service of an employer's strategic objectives. Human resource management is primarily concerned with the management of people within organizations, focusing on policies and systems. HR departments are responsible for overseeing employee-benefits design, employee recruitment, training and development, performance appraisal, and reward management, such as managing pay and employee-benefits systems. HR also concerns itself with organizational change and industrial relations, or the balancing of organizational practices with requirements arising from collective bargaining and governmental laws.The overall purpose of human resources (HR) is to ensure that the organization is able to achieve success through people. HR professionals manage the human capital of an organization and focus on implementing policies and processes. They can specialize in finding, recruiting, selecting, training, and developing employees, as well as maintaining employee relations or benefits. Training and development professionals ensure that employees are trained and have continuous development. This is done through training programs, performance evaluations, and reward programs. Employee relations deals with the concerns of employees when policies are broken, such as cases involving harassment or discrimination. Managing employee benefits includes developing compensation structures, parental leave programs, discounts, and other benefits for employees. On the other side of the field are HR generalists or business partners. These HR professionals could work in all areas or be labour relations representatives working with unionized employees.
 
 HR is a product of the human relations movement of the early 20th Century, when researchers began documenting ways of creating business value through the strategic management of the workforce. It was initially dominated by transactional work, such as payroll and benefits administration, but due to globalization, company consolidation, technological advances, and further research, HR as of 2015 focuses on strategic initiatives like mergers and acquisitions, talent management, succession planning, industrial and labor relations, and diversity and inclusion. In the current global work environment, most companies focus on lowering employee turnover and on retaining the talent and knowledge held by their workforce. New hiring not only entails a high cost but also increases the risk of a new employee not being able to adequately replace the position of the previous employee. HR departments strive to offer benefits that will appeal to workers, thus reducing the risk of losing employee commitment and psychological ownership."
Describe the purpose of human resources (HR),The overall purpose of human resources (HR) is to ensure that the organization is able to achieve success through people.HR professionals manage the human capital of an organization and focus on implementing policies and processes.,"Human resource management (HRM or HR) is the strategic and coherent approach to the effective and efficient management of people in a company or organization such that they help their business gain a competitive advantage. It is designed to maximize employee performance in service of an employer's strategic objectives. Human resource management is primarily concerned with the management of people within organizations, focusing on policies and systems. HR departments are responsible for overseeing employee-benefits design, employee recruitment, training and development, performance appraisal, and reward management, such as managing pay and employee-benefits systems. HR also concerns itself with organizational change and industrial relations, or the balancing of organizational practices with requirements arising from collective bargaining and governmental laws.The overall purpose of human resources (HR) is to ensure that the organization is able to achieve success through people. HR professionals manage the human capital of an organization and focus on implementing policies and processes. They can specialize in finding, recruiting, selecting, training, and developing employees, as well as maintaining employee relations or benefits. Training and development professionals ensure that employees are trained and have continuous development. This is done through training programs, performance evaluations, and reward programs. Employee relations deals with the concerns of employees when policies are broken, such as cases involving harassment or discrimination. Managing employee benefits includes developing compensation structures, parental leave programs, discounts, and other benefits for employees. On the other side of the field are HR generalists or business partners. These HR professionals could work in all areas or be labour relations representatives working with unionized employees.
 
 HR is a product of the human relations movement of the early 20th Century, when researchers began documenting ways of creating business value through the strategic management of the workforce. It was initially dominated by transactional work, such as payroll and benefits administration, but due to globalization, company consolidation, technological advances, and further research, HR as of 2015 focuses on strategic initiatives like mergers and acquisitions, talent management, succession planning, industrial and labor relations, and diversity and inclusion. In the current global work environment, most companies focus on lowering employee turnover and on retaining the talent and knowledge held by their workforce. New hiring not only entails a high cost but also increases the risk of a new employee not being able to adequately replace the position of the previous employee. HR departments strive to offer benefits that will appeal to workers, thus reducing the risk of losing employee commitment and psychological ownership."
Describe natural resource management,"Natural resource management deals with managing the way in which people and natural landscapes interact.It brings together natural heritage management, land use planning, water management, bio-diversity conservation, and the future sustainability of industries like agriculture, mining, tourism, fisheries and forestry.Natural resource management specifically focuses on a scientific and technical understanding of resources and ecology and the life-supporting capacity of those resources.","Natural resource management (NRM) is the management of natural resources such as land, water, soil, plants and animals, with a particular focus on how management affects the quality of life for both present and future generations (stewardship).
 
 Natural resource management deals with managing the way in which people and natural landscapes interact. It brings together natural heritage management, land use planning, water management, bio-diversity conservation, and the future sustainability of industries like agriculture, mining, tourism, fisheries and forestry. It recognizes that people and their livelihoods rely on the health and productivity of our landscapes, and their actions as stewards of the land play a critical role in maintaining this health and productivity.Natural resource management specifically focuses on a scientific and technical understanding of resources and ecology and the life-supporting capacity of those resources. Environmental management is similar to natural resource management. In academic contexts, the sociology of natural resources is closely related to, but distinct from, natural resource management."
Describe distributed management,Distributed management is a management method for people to work together over the web to accomplish desired goals.,Distributed management is a management method for people to work together over the web to accomplish desired goals. Management activities are distributed through the people doing the work.
Describe middle management,"Middle management is the intermediate management level of a hierarchical organization that is subordinate to the executive management and responsible for â€˜team leadingâ€™ line managers andorMiddle management is indirectly (through line management) responsible for junior staff performance and productivity.Unlike line management, middle management is considered to be a senior (or semi-executive) position as middle managers are authorised to speak and act on behalf of the organisation to line managers, junior staff and customers.","Middle management is the intermediate management level of a hierarchical organization that is subordinate to the executive management and responsible for â€˜team leadingâ€™ line managers and/or â€˜specialistâ€™ line managers. Middle management is indirectly (through line management) responsible for junior staff performance and productivity.Unlike line management, middle management is considered to be a senior (or semi-executive) position as middle managers are authorised to speak and act on behalf of the organisation to line managers, junior staff and customers."
Describe a hierarchy,"Hierarchy is an important concept in a wide variety of fields, such as architecture, philosophy, design, mathematics, computer science, organizational theory, systems theory, systematic biology, and the social sciences (especially political philosophy).A hierarchy can link entities either directly or indirectly, and either vertically or diagonally.","A hierarchy (from Greek: á¼±ÎµÏÎ±ÏÏ‡Î¯Î±, hierarkhia, 'rule of a high priest', from hierarkhes, 'president of sacred rites') is an arrangement of items (objects, names, values, categories, etc.) that are represented as being ""above"", ""below"", or ""at the same level as"" one another. Hierarchy is an important concept in a wide variety of fields, such as architecture, philosophy, design, mathematics, computer science, organizational theory, systems theory, systematic biology, and the social sciences (especially political philosophy).
 
 A hierarchy can link entities either directly or indirectly, and either vertically or diagonally. The only direct links in a hierarchy, insofar as they are hierarchical, are to one's immediate superior or to one of one's subordinates, although a system that is largely hierarchical can also incorporate alternative hierarchies. Hierarchical links can extend ""vertically"" upwards or downwards via multiple links in the same direction, following a path. All parts of the hierarchy that are not linked vertically to one another nevertheless can be ""horizontally"" linked through a path by traveling up the hierarchy to find a common direct or indirect superior, and then down again. This is akin to two co-workers or colleagues; each reports to a common superior, but they have the same relative amount of authority. Organizational forms exist that are both alternative and complementary to hierarchy. Heterarchy is one such form."
Describe anarchism,"Anarchism is a political philosophy and movement that is skeptical of all justifications for authority and seeks to abolish the institutions they claim maintain unnecessary coercion and hierarchy, typically including, though not necessarily limited to, governments, nation states, and capitalism.In the last decades of the 20th and into the 21st century, the anarchist movement has been resurgent once more, growing in popularity and influence within anti-capitalist, anti-war and anti-globalisation movements.","Anarchism is a political philosophy and movement that is skeptical of all justifications for authority and seeks to abolish the institutions they claim maintain unnecessary coercion and hierarchy, typically including, though not necessarily limited to, governments, nation states, and capitalism. Anarchism advocates for the replacement of the state with stateless societies or other forms of free associations. As a historically left-wing movement, usually placed on the farthest left of the political spectrum, it is usually described alongside communalism and libertarian Marxism as the libertarian wing (libertarian socialism) of the socialist movement.
 
 Humans lived in societies without formal hierarchies long before the establishment of formal states, realms, or empires. With the rise of organised hierarchical bodies, scepticism toward authority also rose. Although traces of anarchist thought are found throughout history, modern anarchism emerged from the Enlightenment. During the latter half of the 19th and the first decades of the 20th century, the anarchist movement flourished in most parts of the world and had a significant role in workers' struggles for emancipation. Various anarchist schools of thought formed during this period. Anarchists have taken part in several revolutions, most notably in the Paris Commune, the Russian Civil War and the Spanish Civil War, whose end marked the end of the classical era of anarchism. In the last decades of the 20th and into the 21st century, the anarchist movement has been resurgent once more, growing in popularity and influence within anti-capitalist, anti-war and anti-globalisation movements.
 
 Anarchism employs a diversity of tactics in order to meet its ideal ends which can be broadly separated into revolutionary and evolutionary tactics; there is significant overlap between the two, which are merely descriptive. Revolutionary tactics aim to bring down authority and state, having taken a violent turn in the past, while evolutionary tactics aim to prefigure what an anarchist society would be like. Anarchist thought, criticism, and praxis have played a part in diverse areas of human society."
Describe Open-source software (OSS),"Open-source software (OSS) is computer software that is released under a license in which the copyright holder grants users the rights to use, study, change, and distribute the software and its source code to anyone and for any purpose.","Open-source software (OSS) is computer software that is released under a license in which the copyright holder grants users the rights to use, study, change, and distribute the software and its source code to anyone and for any purpose. Open-source software may be developed in a collaborative public manner. Open-source software is a prominent example of open collaboration, meaning any capable user is able to participate online in development, making the number of possible contributors indefinite. The ability to examine the code facilitates public trust in the software.Open-source software development can bring in diverse perspectives beyond those of a single company. A 2008 report by the Standish Group stated that adoption of open-source software models has resulted in savings of about $60 billion per year for consumers.Open source code can be used for studying and allows capable end users to adapt software to their personal needs in a similar way user scripts and custom style sheets allow for web sites, and eventually publish the modification as a fork for users with similar preferences, and directly submit possible improvements as pull requests."
Describe the role of open source code,"Open source code can be used for studying and allows capable end users to adapt software to their personal needs in a similar way user scripts and custom style sheets allow for web sites, and eventually publish the modification as a fork for users with similar preferences, and directly submit possible improvements as pull requests.","Open-source software (OSS) is computer software that is released under a license in which the copyright holder grants users the rights to use, study, change, and distribute the software and its source code to anyone and for any purpose. Open-source software may be developed in a collaborative public manner. Open-source software is a prominent example of open collaboration, meaning any capable user is able to participate online in development, making the number of possible contributors indefinite. The ability to examine the code facilitates public trust in the software.Open-source software development can bring in diverse perspectives beyond those of a single company. A 2008 report by the Standish Group stated that adoption of open-source software models has resulted in savings of about $60 billion per year for consumers.Open source code can be used for studying and allows capable end users to adapt software to their personal needs in a similar way user scripts and custom style sheets allow for web sites, and eventually publish the modification as a fork for users with similar preferences, and directly submit possible improvements as pull requests."
Describe open source,"Open source is source code that is made freely available for possible modification and redistribution.The open-source software movement arose to clarify copyright, licensing, domain, and consumer issues.","Open source is source code that is made freely available for possible modification and redistribution. Products include permission to use the source code, design documents, or content of the product. The open-source model is a decentralized software development model that encourages open collaboration.
 
 A main principle of open-source software development is peer production, with products such as source code, blueprints, and documentation freely available to the public. The open-source movement in software began as a response to the limitations of proprietary code. The model is used for projects such as in open-source appropriate technology, and open-source drug discovery.Open source promotes universal access via an open-source or free license to a product's design or blueprint, and universal redistribution of that design or blueprint. Before the phrase open source became widely adopted, developers and producers have used a variety of other terms. Open source gained hold with the rise of the Internet. The open-source software movement arose to clarify copyright, licensing, domain, and consumer issues.
 
 Generally, open source refers to a computer program in which the source code is available to the general public for use or modification from its original design. Code is released under the terms of a software license. Depending on the license terms, others may then download, modify, and publish their version (fork) back to the community.
 
 Many large formal institutions have sprung up to support the development of the open-source movement, including the Apache Software Foundation, which supports community projects such as the open-source framework Apache Hadoop and the open-source HTTP server Apache HTTP."
Describe the open - source model,The open-source model is a decentralized software development model that encourages open collaboration.The open-source movement in software began as a response to the limitations of proprietary code.,"Open source is source code that is made freely available for possible modification and redistribution. Products include permission to use the source code, design documents, or content of the product. The open-source model is a decentralized software development model that encourages open collaboration.
 
 A main principle of open-source software development is peer production, with products such as source code, blueprints, and documentation freely available to the public. The open-source movement in software began as a response to the limitations of proprietary code. The model is used for projects such as in open-source appropriate technology, and open-source drug discovery.Open source promotes universal access via an open-source or free license to a product's design or blueprint, and universal redistribution of that design or blueprint. Before the phrase open source became widely adopted, developers and producers have used a variety of other terms. Open source gained hold with the rise of the Internet. The open-source software movement arose to clarify copyright, licensing, domain, and consumer issues.
 
 Generally, open source refers to a computer program in which the source code is available to the general public for use or modification from its original design. Code is released under the terms of a software license. Depending on the license terms, others may then download, modify, and publish their version (fork) back to the community.
 
 Many large formal institutions have sprung up to support the development of the open-source movement, including the Apache Software Foundation, which supports community projects such as the open-source framework Apache Hadoop and the open-source HTTP server Apache HTTP."
Describe the role of programmers who support the open - source - movement philosophy,Programmers who support the open-source-movement philosophy contribute to the open-source community by voluntarily writing and exchanging programming code for software development.These goals promote the production of high-quality programs as well as working cooperatively with other similarly-minded people to improve open-source technology.,"The open-source-software movement is a movement that supports the use of open-source licenses for some or all software, as part of the broader notion of open collaboration. The open-source movement was started to spread the concept/idea of open-source software.
 
 Programmers who support the open-source-movement philosophy contribute to the open-source community by voluntarily writing and exchanging programming code for software development. The term ""open source"" requires that no one can discriminate against a group in not sharing the edited code or hinder others from editing their already-edited work. This approach to software development allows anyone to obtain and modify open-source code. These modifications are distributed back to the developers within the open-source community of people who are working with the software. In this way, the identities of all individuals participating in code modification are disclosed and the transformation of the code is documented over time. This method makes it difficult to establish ownership of a particular bit of code but is in keeping with the open-source-movement philosophy. These goals promote the production of high-quality programs as well as working cooperatively with other similarly-minded people to improve open-source technology."
Describe the role of quality management,"Quality management is focused not only on product and service quality, but also on the means to achieve it.What a customer wants and is willing to pay for it, determines quality.","Quality management ensures that an organization, product or service consistently functions well. It has four main components: quality planning, quality assurance, quality control and quality improvement. Quality management is focused not only on product and service quality, but also on the means to achieve it. Quality management, therefore, uses quality assurance and control of processes as well as products to achieve more consistent quality. Quality control is also part of quality management. What a customer wants and is willing to pay for it, determines quality. It is a written or unwritten commitment to a known or unknown consumer in the market. Quality can be defined as how well the product performs its intended function."
Describe the ISOIEC 17025,"In most countries, ISOIEC 17025 is the standard for which most labs must hold accreditation in order to be deemed technically competent.Originally known as ISOIEC Guide 25, ISOIEC 17025 was initially issued by ISOIEC in 1999.There are many commonalities with the ISO 9000 standard, but ISOIEC 17025 is more specific in requirements for competence and applies directly to those organizations that produce testing and calibration results and is based on somewhat more technical principles.","ISO/IEC 17025 General requirements for the competence of testing and calibration laboratories is the main ISO/IEC standard used by testing and calibration laboratories. In most countries, ISO/IEC 17025 is the standard for which most labs must hold accreditation in order to be deemed technically competent. In many cases, suppliers and regulatory authorities will not accept test or calibration results from a lab that is not accredited. Originally known as ISO/IEC Guide 25, ISO/IEC 17025 was initially issued by ISO/IEC in 1999. There are many commonalities with the ISO 9000 standard, but ISO/IEC 17025 is more specific in requirements for competence and applies directly to those organizations that produce testing and calibration results and is based on somewhat more technical principles. Laboratories use ISO/IEC 17025 to implement a quality system aimed at improving their ability to consistently produce valid results. It is also the basis for accreditation from an accreditation body. 
 
 There have been three releases; in 1999, 2005 and 2017. The most significant changes between the 1999 and 2005 release were a greater emphasis on the responsibilities of senior management, explicit requirements for continual improvement of the management system itself, and communication with the customer. It also aligned more closely with the 2000 version of ISO 9001 The 2005 version of the standard comprises five elements; Normative References, Terms and Definitions, Management Requirements, and Technical Requirements. Management requirements are primarily related to the operation and effectiveness of the quality management system within the laboratory. Technical requirements include factors that determine the correctness and reliability of the tests and calibrations performed in the laboratory.
 
 The 2017 version of ISO/IEC 17025 has modified this structure to be Scope, Normative References, Terms and Definitions, General Requirements, Structural Requirements, Resource Requirements, Process Requirements, and Management System Requirements. General Requirements and Structural Requirements are related to the organization of the laboratory itself. Resource Requirements cite those issues related to the people, plant, and other organizations used by the laboratory to produce its technically valid results. Process Requirements are the heart of this version of the standard in describing the activities to ensure that results are based on accepted science and aimed at technical validity. Management System Requirements are those steps taken by the organization to give itself quality management system tools to support the work of its people in the production of technically valid results."
Describe software quality control,"Software quality control is the set of procedures used by organizations to ensure that a software product will meet its quality goals at the best value to the customer, and to continually improve the organizationSoftware quality control refers to specified functional requirements as well as non-functional requirements such as supportability, performance and usability.These specified procedures and outlined requirements lead to the idea of Verification and Validation and software testing.It is distinct from software quality assurance which encompasses processes and standards for ongoing maintenance of high quality of products, e.g. software deliverables, documentation and processes - avoiding defects.","Software quality control is the set of procedures used by organizations to ensure that a software product will meet its quality goals at the best value to the customer, and to continually improve the organizationâ€™s ability to produce software products in the future.Software quality control refers to specified functional requirements as well as non-functional requirements such as supportability, performance and usability. It also refers to the ability for software to perform well in unforeseeable scenarios and to keep a relatively low defect rate.
 
 These specified procedures and outlined requirements lead to the idea of Verification and Validation and software testing.
 
 It is distinct from software quality assurance which encompasses processes and standards for ongoing maintenance of high quality of products, e.g. software deliverables, documentation and processes - avoiding defects. Whereas software quality control is a validation of artifacts compliance against established criteria - finding defects."
