question,answer,context
Explain why you can use lightweight containers such as JPanel to create subgroups of related controls that are contained within an outer container,"The second type of containers supported by Swing are lightweight containers. Lightweight containers do inherit JComponent. An example of a lightweight container is JPanel, which is a general-purpose container. Lightweight containers are often used to organize and manage groups of related components because a lightweight container can be contained within another container. Hence, you can use lightweight containers such as JPanel to create subgroups of related controls that are contained within an outer container."," A top-level container is not contained within any other container. Furthermore, every containment hierarchy must begin with a top-level container. The one most commonly used for applications is JFrame. In the past, the one used for applets was JApplet. As explained in removal. As a result, JApplet is also deprecated for removal. Furthermore, beginning with JDK 11, applet support has been removed. The second type of containers supported by Swing are lightweight containers. Lightweight containers do inherit JComponent. An example of a lightweight container is JPanel, which is a general-purpose container. Lightweight containers are often used to organize and manage groups of related components because a lightweight container can be contained within another container. Thus, you can use lightweight containers such as JPanel to create subgroups of related controls that are contained within an outer container. Containers The Top-Level Container Panes Each top-level container defines a set of panes. At the top of the hierarchy is an instance of JRootPane. JRootPane is a lightweight container whose purpose is to manage the other panes. It also helps manage the optional menu bar. The panes that comprise the root pane are called the glass pane, the content pane, and the layered pane"
"Explain why the layered pane lets you specify a Z-order for a component, although this is not something that you will usually need to do","The layered pane is an instance of JLayeredPane. The layered pane allows components to be given a depth value. This value determines which component overlays another. (Hence, the layered pane lets you specify a Z-order for a component, although this is not something that you will usually need to do."," By default, it is a transparent instance of JPanel. The glass pane enables you to manage mouse events that affect the entire container (rather than an individual control) or to paint over any other component, for example. In most cases, you wont need to use the glass pane directly, but it is there if you need it. 22/09/21 6:42 PM 1066PART III The layered pane is an instance of JLayeredPane. The layered pane allows components to be given a depth value. This value determines which component overlays another. (Thus, the layered pane lets you specify a Z-order for a component, although this is not something that you will usually need to do.) The layered pane holds the content pane and the (optional) menu bar. Although the glass pane and the layered panes are integral to the operation of a top-level container and serve important purposes, much of what they provide occurs behind the scene"
"Explain why although event handlers are defined by your program, they are called on a thread that was not created by your program"," The handler is executed on the event dispatching thread provided by Swing and not on the main thread of the application. Hence, although event handlers are defined by your program, they are called on a thread that was not created by your program."," An event is passed to the application by calling an event handler defined by the application. However, the handler is executed on the event dispatching thread provided by Swing and not on the main thread of the application. Thus, although event handlers are defined by your program, they are called on a thread that was not created by your program. To avoid problems (including the potential for deadlock), all Swing GUI components must be created and updated from the event dispatching thread, not the main thread of the application. However, main( ) is executed on the main thread. Thus, main( ) cannot directly instantiate a SwingDemo object. Instead, it must create a Runnable object that executes on the event dispatching thread and have this object create the GUI"
Explain why main( ) cannot directly instantiate a SwingDemo object,"To avoid problems (including the potential for deadlock), all Swing GUI components must be created and updated from the event dispatching thread, not the main thread of the application. However, main( ) is executed on the main thread. Hence, main( ) cannot directly instantiate a SwingDemo object."," However, the handler is executed on the event dispatching thread provided by Swing and not on the main thread of the application. Thus, although event handlers are defined by your program, they are called on a thread that was not created by your program. To avoid problems (including the potential for deadlock), all Swing GUI components must be created and updated from the event dispatching thread, not the main thread of the application. However, main( ) is executed on the main thread. Thus, main( ) cannot directly instantiate a SwingDemo object. Instead, it must create a Runnable object that executes on the event dispatching thread and have this object create the GUI. To enable the GUI code to be created on the event dispatching thread, you must use one of two methods that are defined by the SwingUtilities class. These methods are invokeLater( ) and invokeAndWait( ). They are shown here: static void invokeLater(Runnable obj) static void invokeAndWait(Runnable obj) throws InterruptedException, InvocationTargetException Here, obj is a Runnable object that will have its run( ) method called by the event dispatching thread. The difference between the two methods is that invokeLater( ) returns immediately, but invokeAndWait( ) waits until obj.run( ) returns. You can use one of these methods to call a method that constructs the GUI for your Swing application, or whenever you need to modify the state of the GUI from code not executed by the event dispatching thread. You will normally want to use invokeLater( ), as the preceding program does. However, when the 22/09/21 6:42 PM initial GUI for an applet is constructed, invokeAndWait( ) is required. Thus, you will see its use in legacy applet code"
"Explain why JButton provides the addActionListener( ) method, which is used to add an action listener"," When a push button is pressed, it generates an ActionEvent. Hence, JButton provides the addActionListener( ) method, which is used to add an action listener."," Swing push buttons are instances of JButton. JButton supplies several constructors. The one used here is The msg parameter specifies the string that will be displayed inside the button. When a push button is pressed, it generates an ActionEvent. Thus, JButton provides the addActionListener( ) method, which is used to add an action listener. (JButton also provides removeActionListener( ) to remove a listener, but this method is not used by the program.) As explained in Chapter 25, the ActionListener interface defines only one method: actionPerformed( ). It is shown again here for your convenience: void actionPerformed(ActionEvent ae) This method is called when a button is pressed. In other words, it is the event handler that is called when a button press event has occurred. Next, event listeners for the buttons action events are added by the code shown here: JButton(String msg) // Add action listener for Alpha"
Explain why an object of type ImageIcon can be passed as an argument to the Icon parameter of JLabels constructor," Notice that icons are specified by objects of type Icon, which is an interface defined by Swing. The easiest way to obtain an icon is to use the ImageIcon class. ImageIcon implements Icon and encapsulates an image. Hence, an object of type ImageIcon can be passed as an argument to the Icon parameter of JLabels constructor."," JLabel and ImageIcon JLabel is Swings easiest-to-use component. It creates a label and was introduced in the preceding chapter. Here, we will look at JLabel a bit more closely. JLabel can be used to display text and/or an icon. It is a passive component in that it does not respond to user input. JLabel defines several constructors. Here are three of them: JLabel(Icon icon) JLabel(String str) JLabel(String str, Icon icon, int align) 33-ch33.indd 1079 CompRef_2010 / Java: The Complete Reference, Twelfth Edition / Schildt / 126046-341-9 Introducing GUI Programming with Swing Here, str and icon are the text and icon used for the label. The align argument specifies the horizontal alignment of the text and/or icon within the dimensions of the label. It must be one of the following values: LEFT, RIGHT, CENTER, LEADING, or TRAILING. These constants are defined in the SwingConstants interface, along with several others used by the Swing classes. Notice that icons are specified by objects of type Icon, which is an interface defined by Swing. The easiest way to obtain an icon is to use the ImageIcon class. ImageIcon implements Icon and encapsulates an image. Thus, an object of type ImageIcon can be passed as an argument to the Icon parameter of JLabels constructor. There are several ways to provide the image, including reading it from a file or downloading it from a URL. Here is the ImageIcon constructor used by the example in this section: ImageIcon(String filename) It obtains the image in the file named filename. The icon and text associated with the label can be obtained by the following methods: Icon getIcon( ) String getText( ) The icon and text associated with a label can be set by these methods: void setIcon(Icon icon) void setText(String str) Here, icon and str are the icon and text, respectively. Therefore, using setText( ) it is possible to change the text inside a label during program execution"
Explain why the viewport displays the visible portion of the component being scrolled,"The viewable area of a scroll pane is called the viewport. It is a window in which the component being scrolled is displayed. Hence, the viewport displays the visible portion of the component being scrolled."," class CitiesPanel extends JPanel { } class ColorsPanel extends JPanel { public ColorsPanel() { JCheckBox cb1 = new JCheckBox(""Red""); add(cb1); JCheckBox cb2 = new JCheckBox(""Green""); add(cb2); JCheckBox cb3 = new JCheckBox(""Blue""); add(cb3); } } class FlavorsPanel extends JPanel { public FlavorsPanel() { JComboBox<String> jcb = new JComboBox<String>(); jcb.addItem(""Vanilla""); jcb.addItem(""Chocolate""); 22/09/21 6:43 PM 1094PART III jcb.addItem(""Strawberry""); add(jcb); } } JScrollPane JScrollPane is a lightweight container that automatically handles the scrolling of another component. The component being scrolled can be either an individual component, such as a table, or a group of components contained within another lightweight container, such as a JPanel. In either case, if the object being scrolled is larger than the viewable area, horizontal and/or vertical scroll bars are automatically provided, and the component can be scrolled through the pane. Because JScrollPane automates scrolling, it usually eliminates the need to manage individual scroll bars. The viewable area of a scroll pane is called the viewport. It is a window in which the component being scrolled is displayed. Thus, the viewport displays the visible portion of the component being scrolled. The scroll bars scroll the component through the viewport. In its default behavior, a JScrollPane will dynamically add or remove a scroll bar as needed. For example, if the component is taller than the viewport, a vertical scroll bar is added. If the component will completely fit within the viewport, the scroll bars are removed. JScrollPane defines several constructors. The one used in this chapter is shown here: JScrollPane(Component comp) The component to be scrolled is specified by comp. Scroll bars are automatically displayed when the content of the pane exceeds the dimensions of the viewport"
Explain why a JMenuItem defines a selection that can be chosen by the user,"JMenu object defines a menu. That is, each JMenu object contains one or more selectable items. The items displayed by a JMenu are objects of JMenuItem. Hence, a JMenuItem defines a selection that can be chosen by the user."," A menu that is typically activated by right-clicking the mouse. Table 34-1 The Core Swing Menu Classes Here is a brief overview of how the classes fit together. To create the top-level menu for an application, you first create a JMenuBar object. This class is, loosely speaking, a container for menus. To the JMenuBar instance, you will add instances of JMenu. Each JMenu object defines a menu. That is, each JMenu object contains one or more selectable items. The items displayed by a JMenu are objects of JMenuItem. Thus, a JMenuItem defines a selection that can be chosen by the user. As an alternative or adjunct to menus that descend from the menu bar, you can also create stand-alone, popup menus. To create a popup menu, first create an object of type JPopupMenu. Then, add JMenuItems to it. A popup menu is normally activated by clicking the right mouse button when the mouse is over a component for which a popup menu has been defined"
Explain why you can determine which item was selected by examining the action command,"As mentioned in passing previously, when a menu item is selected, an action event is generated. The action command string associated with that action event will, by default, be the name of the selection. Hence, you can determine which item was selected by examining the action command."," Another key point is that JMenuItem is a superclass of JMenu. This allows the creation of submenus, which are, essentially, menus within menus. To create a submenu, you first create and populate a JMenu object and then add it to another JMenu object. You will see this process in action in the following section. As mentioned in passing previously, when a menu item is selected, an action event is generated. The action command string associated with that action event will, by default, be the name of the selection. Thus, you can determine which item was selected by examining 22/09/21 6:43 PM the action command. Of course, you can also use separate anonymous inner classes or lambda expressions to handle each menu items action events. In this case, the menu selection is already known, and there is no need to examine the action command string to determine which item was selected. Menus can also generate other types of events. For example, each time that a menu is activated, selected, or canceled, a MenuEvent is generated that can be listened for via a MenuListener. Other menu-related events include MenuKeyEvent, MenuDragMouseEvent, and PopupMenuEvent. In many cases, however, you need only watch for action events, and in this chapter, we will use only action events"
Explain why a mnemonic allows you to use the keyboard to select an item from a menu that is already being displayed,"In real applications, a menu usually includes support for keyboard shortcuts because they give an experienced user the ability to select menu items rapidly. Keyboard shortcuts come in two forms: mnemonics and accelerators. As it applies to menus, a mnemonic defines a key that lets you select an item from an active menu by typing the key. Hence, a mnemonic allows you to use the keyboard to select an item from a menu that is already being displayed."," Add Mnemonics and Accelerators to Menu Items The menu created in the preceding example is functional, but it is possible to make it better. In real applications, a menu usually includes support for keyboard shortcuts because they give an experienced user the ability to select menu items rapidly. Keyboard shortcuts come in two forms: mnemonics and accelerators. As it applies to menus, a mnemonic defines a key that lets you select an item from an active menu by typing the key. Thus, a mnemonic allows you to use the keyboard to select an item from a menu that is already being displayed. An accelerator is a key that lets you select a menu item without having to first activate the menu. A mnemonic can be specified for both JMenuItem and JMenu objects. There are two ways to set the mnemonic for JMenuItem. First, it can be specified when an object is constructed using this constructor: JMenuItem(String name, int mnem) In this case, the name is passed in name and the mnemonic is passed in mnen. Second, you can set the mnemonic by calling setMnemonic( ). To specify a mnemonic for JMenu, you must call setMnemonic( ). This method is inherited by both classes from AbstractButton and is shown next: void setMnemonic(int mnem) Here, mnem specifies the mnemonic. It should be one of the constants defined in java.awt.event.KeyEvent, such as KeyEvent.VK_F or KeyEvent.VK_Z. (There is another version of setMnemonic( ) that takes a char argument, but it is considered obsolete.) Mnemonics are not case sensitive, so in the case of VK_A, typing either a or A will work"
Explain why the popup trigger is usually caused by right-clicking the mouse on a popup menuenabled component," A popup menu is normally activated by clicking the right mouse button when the mouse pointer is over a component for which a popup menu is defined. Hence, the popup trigger is usually caused by right-clicking the mouse on a popup menuenabled component."," Lets examine each of these steps closely. A popup menu is normally activated by clicking the right mouse button when the mouse pointer is over a component for which a popup menu is defined. Thus, the popup trigger is usually caused by right-clicking the mouse on a popup menuenabled component. To listen for the popup trigger, implement the MouseListener interface and then register the listener by calling the addMouseListener( ) method. As described in Chapter 25, MouseListener defines the methods shown here: void mouseClicked(MouseEvent me) void mouseEntered(MouseEvent me) void mouseExited(MouseEvent me) void mousePressed(MouseEvent me) void mouseReleased(MouseEvent me) Of these, two are very important relative to the popup menu: mousePressed( ) and mouseReleased( ). Depending on the installed look and feel, either of these two events can trigger a popup menu. For this reason, it is often easier to use a MouseAdapter to implement the MouseListener interface and simply override mousePressed( ) and mouseReleased( ). The MouseEvent class defines several methods, but only four are commonly needed when activating a popup menu. They are shown here: int getX( ) int getY( ) boolean isPopupTrigger( ) Component getComponent( ) The current X,Y location of the mouse relative to the source of the event is found by calling getX( ) and getY( ). These are used to specify the upper-left corner of the popup menu when it is displayed. The isPopupTrigger( ) method returns true if the mouse event represents a popup trigger and false otherwise. You will use this method to determine when to pop up the menu. To obtain a reference to the component that generated the mouse event, call getComponent( )"
Explain why data members of a Bean specified as transient will not be serialized," When using automatic serialization, you can prevent a field from being saved through the use of the transient keyword. Hence, data members of a Bean specified as transient will not be serialized."," The easiest way to serialize a Bean is to have it implement the java.io.Serializable interface, which is simply a marker interface. Implementing java.io.Serializable makes serialization automatic. Your Bean need take no other action. Automatic serialization can also be inherited. Therefore, if any superclass of a Bean implements java.io.Serializable, then automatic serialization is obtained. When using automatic serialization, you can prevent a field from being saved through the use of the transient keyword. Thus, data members of a Bean specified as transient will not be serialized. If a Bean does not implement java.io.Serializable, you must provide serialization yourself, such as by implementing java.io.Externalizable. Otherwise, containers cannot save the configuration of your component"
"Explain why you can specify a reference to a module, package, class, or interface in addition to a reference to a specific method or field","In the first form, anchor is a link to an absolute or relative URL. In the second form, mod-name/pkg-name.class-name#member-name specifies the name of the item, and text is the text displayed for that item. The text parameter is optional, and if not used, then the item specified by mod-name/pkg-name.class-name#member-name is displayed. The member name, too, is optional. Hence, you can specify a reference to a module, package, class, or interface in addition to a reference to a specific method or field."," Thus, the tag can be used only in documentation for a method. JDK 16 added an inline tag version: {@return explanation} This form must be at the top of the methods documentation comment. @see The @see tag provides a reference to additional information. Two commonly used forms are shown here: @see anchor @see mod-name/pkg-name.class-name#member-name text In the first form, anchor is a link to an absolute or relative URL. In the second form, mod-name/pkg-name.class-name#member-name specifies the name of the item, and text is the text displayed for that item. The text parameter is optional, and if not used, then the item specified by mod-name/pkg-name.class-name#member-name is displayed. The member name, too, is optional. Thus, you can specify a reference to a module, package, class, or interface in addition to a reference to a specific method or field. The name can be fully qualified or partially qualified. However, the dot that precedes the member name (if it exists) must be replaced by a hash character. There is a third form of @see that lets you simply specify a text-based description. @serial @serial description Here, description is the comment for that field. Two other forms, shown here, let you indicate if a class or package will be part of the Serialized Form documentation page"
"Explain why if a code fragment can be executed by JShell, then that fragment represents valid Java code","In addition to statements and variable declarations, JShell lets you declare classes and methods, and use import statements. Examples are shown in the following sections. One other point: Any code that is valid for JShell will also be valid for compilation by javac, assuming the necessary framework is provided to create a complete program. Hence, if a code fragment can be executed by JShell, then that fragment represents valid Java code."," In addition to demonstrating the use of a variable, the preceding example illustrates another important aspect of JShell: it maintains state information. In this case, count is assigned the value 10 in one statement and then this value is used in the expression 1.0 / count in the subsequent call to println( ) in a second statement. Between these two statements, JShell stores counts value. In general, JShell maintains the current state and effect of the code snippets that you enter. This lets you experiment with larger code fragments that span multiple lines. Before moving on, lets try one more example. In this case, we will create a for loop that uses the count variable. Begin by entering this line at the prompt: for(count = 0; count < 5; count++) This indicates that additional code is required to finish the statement. In this case, the target of the for loop must be provided. Enter the following: At this point, JShell responds with the following prompt: After entering this line, the for statement is complete and both lines are executed. You will see the following output: 1 3 21/09/21 6:00 PM 1194PART V In addition to statements and variable declarations, JShell lets you declare classes and methods, and use import statements. Examples are shown in the following sections. One other point: Any code that is valid for JShell will also be valid for compilation by javac, assuming the necessary framework is provided to create a complete program. Thus, if a code fragment can be executed by JShell, then that fragment represents valid Java code. In other words, JShell code is Java code. List, Edit, and Rerun Code JShell supports a large number of commands that let you control the operation of JShell. At this point, three are of particular interest because they let you list the code that you have entered, edit a line of code, and rerun a code snippet. As the subsequent examples become longer, you will find these commands to be very helpful"
"Explain why even if you are an experienced pro, you will still find JShell helpful whenever you need to explore new areas","JShell is not just for beginners. It also excels when prototyping code. Hence, even if you are an experienced pro, you will still find JShell helpful whenever you need to explore new areas."," JShell provides several commands that let you list various elements of your work. They are shown here: Command /types /imports /methods /vars For example, if you entered the following lines: int start = 0; int end = 10; int count = 5; and then entered the /vars command, you would see | | | int start = 0; int end = 10; int count = 5; Another often useful command is /history. It lets you view the history of the current session. The history contains a list of what you have typed at the command prompt. Exploring JShell Further The best way to get proficient with JShell is to work with it. Try entering several different Java constructs and watching the way that JShell responds. As you experiment with JShell, you will find the usage patterns that work best for you. This will enable you to find effective ways to integrate JShell into your learning or development process. Also, keep in mind that JShell is not just for beginners. It also excels when prototyping code. Thus, even if you are an experienced pro, you will still find JShell helpful whenever you need to explore new areas. Simply put: JShell is an important tool that further enhances the overall Java development experience"
Explain why Mini-batch GD will end up walking around a bit closer to the minimum than SGD," The algorithms progress in parameter space is less erratic than with SGD, especially with fairly large mini-batches. Hence, Mini-batch GD will end up walking around a bit closer to the minimum than SGD."," To perform Linear Regression using SGD with Scikit-Learn, you can use the SGDRe gressor class, which defaults to optimizing the squared error cost function. The fol lowing code runs 50 epochs, starting with a learning rate of 0.1 (eta0=0.1), using the default learning schedule (different from the preceding one), and it does not use any regularization (penalty=None; more details on this shortly): from sklearn.linear_model import SGDRegressor sgd_reg = SGDRegressor(n_iter=50, penalty=None, eta0=0.1) sgd_reg.fit(X, y.ravel()) Once again, you find a solution very close to the one returned by the Normal Equa tion: >>> sgd_reg.intercept_, sgd_reg.coef_ (array([ 4.18380366]), array([ 2.74205299])) Mini-batch Gradient Descent The last Gradient Descent algorithm we will look at is called Mini-batch Gradient Descent. It is quite simple to understand once you know Batch and Stochastic Gradi ent Descent: at each step, instead of computing the gradients based on the full train ing set (as in Batch GD) or based on just one instance (as in Stochastic GD), Mini- | Download from finelybook www.finelybook.com batch GD computes the gradients on small random sets of instances called minibatches. The main advantage of Mini-batch GD over Stochastic GD is that you can get a performance boost from hardware optimization of matrix operations, especially when using GPUs. The algorithms progress in parameter space is less erratic than with SGD, especially with fairly large mini-batches. As a result, Mini-batch GD will end up walking around a bit closer to the minimum than SGD. But, on the other hand, it may be harder for it to escape from local minima (in the case of problems that suffer from local minima, unlike Linear Regression as we saw earlier). Figure 4-11 shows the paths taken by the three Gradient Descent algorithms in parameter space during training. They all end up near the minimum, but Batch GDs path actually stops at the minimum, while both Stochastic GD and Mini-batch GD continue to walk around. However, dont forget that Batch GD takes a lot of time to take each step, and Stochas tic GD and Mini-batch GD would also reach the minimum if you used a good learn ing schedule"
Explain why it does not scale as well as bag ging or pasting," There is one important drawback to this sequential learning techni que: it cannot be parallelized (or only partially), since each predic tor can only be trained after the previous predictor has been trained and evaluated. Hence, it does not scale as well as bag ging or pasting."," Once all predictors are trained, the ensemble makes predictions very much like bag ging or pasting, except that predictors have different weights depending on their overall accuracy on the weighted training set. There is one important drawback to this sequential learning techni que: it cannot be parallelized (or only partially), since each predic tor can only be trained after the previous predictor has been trained and evaluated. As a result, it does not scale as well as bag ging or pasting. Lets take a closer look at the AdaBoost algorithm. Each instance weight w(i) is initially set to m . A first predictor is trained and its weighted error rate r1 is computed on the training set; see Equation 7-1"
Explain why all training instances actually lie within (or close to) a much lower-dimensional subspace of the high-dimensional space,"In most real-world problems, training instances are not spread out uniformly across all dimensions. Many features are almost constant, while others are highly correlated (as discussed earlier for MNIST). Hence, all training instances actually lie within (or close to) a much lower-dimensional subspace of the high-dimensional space."," Main Approaches for Dimensionality Reduction Before we dive into specific dimensionality reduction algorithms, lets take a look at the two main approaches to reducing dimensionality: projection and Manifold Learning. Projection In most real-world problems, training instances are not spread out uniformly across all dimensions. Many features are almost constant, while others are highly correlated (as discussed earlier for MNIST). As a result, all training instances actually lie within (or close to) a much lower-dimensional subspace of the high-dimensional space. This sounds very abstract, so lets look at an example. In Figure 8-2 you can see a 3D data set represented by the circles. | Download from finelybook www.finelybook.com Notice that all training instances lie close to a plane: this is a lower-dimensional (2D) subspace of the high-dimensional (3D) space. Now if we project every training instance perpendicularly onto this subspace (as represented by the short lines con necting the instances to the plane), we get the new 2D dataset shown in Figure 8-3"
Explain why the 2D projec tion looks very much like the original 3D dataset,"Once you have identified all the principal components, you can reduce the dimen sionality of the dataset down to d dimensions by projecting it onto the hyperplane defined by the first d principal components. Selecting this hyperplane ensures that the projection will preserve as much variance as possible. For example, in Figure 8-2 the 3D dataset is projected down to the 2D plane defined by the first two principal com ponents, preserving a large part of the datasets variance. Hence, the 2D projec tion looks very much like the original 3D dataset."," Equation 8-1. Principal components matrix = 1 2 T The following Python code uses NumPys svd() function to obtain all the principal components of the training set, then extracts the first two PCs: X_centered = X - X.mean(axis=0) U, s, V = np.linalg.svd(X_centered) c1 = V.T[:, 0] c2 = V.T[:, 1] PCA assumes that the dataset is centered around the origin. As we will see, Scikit-Learns PCA classes take care of centering the data for you. However, if you implement PCA yourself (as in the pre ceding example), or if you use other libraries, dont forget to center the data first. Projecting Down to d Dimensions Once you have identified all the principal components, you can reduce the dimen sionality of the dataset down to d dimensions by projecting it onto the hyperplane defined by the first d principal components. Selecting this hyperplane ensures that the projection will preserve as much variance as possible. For example, in Figure 8-2 the 3D dataset is projected down to the 2D plane defined by the first two principal com ponents, preserving a large part of the datasets variance. As a result, the 2D projec tion looks very much like the original 3D dataset. To project the training set onto the hyperplane, you can simply compute the dot product of the training set matrix X by the matrix Wd, defined as the matrix contain PCA Download from finelybook www.finelybook.com ing the first d principal components (i.e., the matrix composed of the first d columns of VT), as shown in Equation 8-2"
"Explain why the Gradient Descent update leaves the lower layer connection weights virtually unchanged, and training never converges to a good solution"," Unfortunately, gradients often get smaller and smaller as the algorithm progresses down to the lower layers. Hence, the Gradient Descent update leaves the lower layer connection weights virtually unchanged, and training never converges to a good solution."," With these tools, you will be able to train very deep nets: welcome to Deep Learning! Vanishing/Exploding Gradients Problems As we discussed in Chapter 10, the backpropagation algorithm works by going from the output layer to the input layer, propagating the error gradient on the way. Once the algorithm has computed the gradient of the cost function with regards to each Download from finelybook www.finelybook.com parameter in the network, it uses these gradients to update each parameter with a Gradient Descent step. Unfortunately, gradients often get smaller and smaller as the algorithm progresses down to the lower layers. As a result, the Gradient Descent update leaves the lower layer connection weights virtually unchanged, and training never converges to a good solution. This is called the vanishing gradients problem. In some cases, the opposite can happen: the gradients can grow bigger and bigger, so many layers get insanely large weight updates and the algorithm diverges. This is the exploding gradients prob lem, which is mostly encountered in recurrent neural networks (see Chapter 14). More generally, deep neural networks suffer from unstable gradients; different layers may learn at widely different speeds"
"Explain why each neuron in the coding layer typically ends up representing a useful feature (if you could speak only a few words per month, you would probably try to make them worth listening to)","Another kind of constraint that often leads to good feature extraction is sparsity: by adding an appropriate term to the cost function, the autoencoder is pushed to reduce the number of active neurons in the coding layer. For example, it may be pushed to have on average only 5% significantly active neurons in the coding layer. This forces the autoencoder to represent each input as a combination of a small number of acti vations. Hence, each neuron in the coding layer typically ends up representing a useful feature (if you could speak only a few words per month, you would probably try to make them worth listening to)."," Implementing the dropout version, which is more common, is not much harder: from tensorflow.contrib.layers import dropout keep_prob = 0.7 is_training = tf.placeholder_with_default(False, shape=(), name='is_training') X = tf.placeholder(tf.float32, shape=[None, n_inputs]) X_drop = dropout(X, keep_prob, is_training=is_training) [...] hidden1 = activation(tf.matmul(X_drop, weights1) + biases1) [...] reconstruction_loss = tf.reduce_mean(tf.square(outputs - X)) # MSE [...] During training we must set is_training to True (as explained in Chapter 11) using the feed_dict: sess.run(training_op, feed_dict={X: X_batch, is_training: True}) However, during testing it is not necessary to set is_training to False, since we set that as the default in the call to the placeholder_with_default() function. | Download from finelybook www.finelybook.com Another kind of constraint that often leads to good feature extraction is sparsity: by adding an appropriate term to the cost function, the autoencoder is pushed to reduce the number of active neurons in the coding layer. For example, it may be pushed to have on average only 5% significantly active neurons in the coding layer. This forces the autoencoder to represent each input as a combination of a small number of acti vations. As a result, each neuron in the coding layer typically ends up representing a useful feature (if you could speak only a few words per month, you would probably try to make them worth listening to). In order to favor sparse models, we must first measure the actual sparsity of the cod ing layer at each training iteration. We do so by computing the average activation of each neuron in the coding layer, over the whole training batch. The batch size must not be too small, or else the mean will not be accurate"
"Explain why rounding the codings to 0 or 1 wont distort them too much, and this will improve the reliability of the hashes","In order to preserve a high signal-to-noise ratio, the autoencoder will learn to feed large values to the coding layer (so that the noise becomes negligible). In turn, this means that the logistic function of the coding layer will likely satu rate at 0 or 1. Hence, rounding the codings to 0 or 1 wont distort them too much, and this will improve the reliability of the hashes."," One neat trick proposed by Salakhutdinov and Hinton is to add Gaussian noise (with zero mean) to the inputs of the coding layer, during training only. In order to preserve a high signal-to-noise ratio, the autoencoder will learn to feed large values to the coding layer (so that the noise becomes negligible). In turn, this means that the logistic function of the coding layer will likely satu rate at 0 or 1. As a result, rounding the codings to 0 or 1 wont distort them too much, and this will improve the reliability of the hashes. Download from finelybook www.finelybook.com Compute the hash of every image, and see if images with identical hashes look alike. Since MNIST and CIFAR10 are labeled, a more objective way to measure the performance of the autoencoder for semantic hashing is to ensure that images with the same hash generally have the same class. One way to do this is to measure the average Gini purity (introduced in Chapter 6) of the sets of images with identical (or very similar) hashes"
Explain why each predictor will be trained on a random subset of the input features,"The BaggingClassifier class supports sampling the features as well. This is con trolled by two hyperparameters: max_features and bootstrap_features. They work the same way as max_samples and bootstrap, but for feature sampling instead of instance sampling. Hence, each predictor will be trained on a random subset of the input features."," , 1. ], [ 0.48958333, 0.51041667]]) Random Patches and Random Subspaces The BaggingClassifier class supports sampling the features as well. This is con trolled by two hyperparameters: max_features and bootstrap_features. They work the same way as max_samples and bootstrap, but for feature sampling instead of instance sampling. Thus, each predictor will be trained on a random subset of the input features. This is particularly useful when you are dealing with high-dimensional inputs (such as images). Sampling both training instances and features is called the Random Patches method.7 Keeping all training instances (i.e., bootstrap=False and max_sam ples=1.0) but sampling features (i.e., bootstrap_features=True and/or max_fea tures smaller than 1.0) is called the Random Subspaces method.8 7 Ensembles on Random Patches, G. Louppe and P. Geurts (2012)"
"Explain why we cannot trust our subjective experience: per ception is not trivial at all, and to understand it we must look at how the sensory modules work","Although IBMs Deep Blue supercomputer beat the chess world champion Garry Kas parov back in 1996, until quite recently computers were unable to reliably perform seemingly trivial tasks such as detecting a puppy in a picture or recognizing spoken words. Why are these tasks so effortless to us humans? The answer lies in the fact that perception largely takes place outside the realm of our consciousness, within special ized visual, auditory, and other sensory modules in our brains. By the time sensory information reaches our consciousness, it is already adorned with high-level features; for example, when you look at a picture of a cute puppy, you cannot choose not to see the puppy, or not to notice its cuteness. Nor can you explain how you recognize a cute puppy; its just obvious to you. Hence, we cannot trust our subjective experience: per ception is not trivial at all, and to understand it we must look at how the sensory modules work."," Next, try again using synchronous updates. Do synchronous updates produce a better model? Is training faster? Split the DNN vertically and place each vertical slice on a different device, and train the model again. Is training any faster? Is the performance any different? Solutions to these exercises are available in Appendix A. | Download from finelybook www.finelybook.com Convolutional Neural Networks Although IBMs Deep Blue supercomputer beat the chess world champion Garry Kas parov back in 1996, until quite recently computers were unable to reliably perform seemingly trivial tasks such as detecting a puppy in a picture or recognizing spoken words. Why are these tasks so effortless to us humans? The answer lies in the fact that perception largely takes place outside the realm of our consciousness, within special ized visual, auditory, and other sensory modules in our brains. By the time sensory information reaches our consciousness, it is already adorned with high-level features; for example, when you look at a picture of a cute puppy, you cannot choose not to see the puppy, or not to notice its cuteness. Nor can you explain how you recognize a cute puppy; its just obvious to you. Thus, we cannot trust our subjective experience: per ception is not trivial at all, and to understand it we must look at how the sensory modules work. Convolutional neural networks (CNNs) emerged from the study of the brains visual cortex, and they have been used in image recognition since the 1980s. In the last few years, thanks to the increase in computational power, the amount of available training data, and the tricks presented in Chapter 11 for training deep nets, CNNs have man aged to achieve superhuman performance on some complex visual tasks. They power image search services, self-driving cars, automatic video classification systems, and more. Moreover, CNNs are not restricted to visual perception: they are also successful at other tasks, such as voice recognition or natural language processing (NLP); however, we will focus on visual applications for now"
